,player_1_won,player_2_won,date,maxw,maxl,avgw,avgl
18945,0,1,2007-06-25,1.233,4.9,1.19325,4.604
18950,0,1,2007-06-25,2.62,1.581,2.47,1.5242
18949,0,1,2007-06-25,1.217,5.21,1.17925,4.901999999999999
18948,0,1,2007-06-25,3.4,1.388,3.395,1.3276
18947,1,0,2007-06-25,1.467,2.94,1.43925,2.742
18946,0,1,2007-06-25,1.264,4.49,1.236,4.109999999999999
18964,1,0,2007-06-25,1.14,8.0,1.1275,6.1
18944,0,1,2007-06-25,1.162,6.59,1.1555,5.348
18943,1,0,2007-06-25,1.317,4.0,1.26675,3.818
18942,0,1,2007-06-25,1.75,2.24,1.6864999999999999,2.168
18941,1,0,2007-06-25,1.33,3.9,1.32575,3.31
18940,1,0,2007-06-25,1.02,41.0,1.01425,20.3
18939,1,0,2007-06-25,1.621,2.51,1.57525,2.3699999999999997
18938,0,1,2007-06-25,1.154,6.9,1.1285,5.970000000000001
18951,1,0,2007-06-25,1.61,5.4,1.2574999999999998,4.708
18965,0,1,2007-06-25,1.2,5.75,1.1775,4.83
18973,0,1,2007-06-25,1.65,2.5,1.6212499999999999,2.306
18967,0,1,2007-06-25,1.65,2.48,1.60575,2.284
18937,1,0,2007-06-25,1.303,4.0,1.26825,3.79
18994,0,1,2007-06-25,1.182,6.0,1.1655,5.442
18993,1,0,2007-06-25,1.025,28.5,1.01875,20.5
18992,0,1,2007-06-25,3.6,1.357,3.45,1.3134000000000001
18991,1,0,2007-06-25,1.658,2.42,1.6320000000000001,2.278
18990,0,1,2007-06-25,1.82,2.25,1.72625,2.082
18989,0,1,2007-06-25,1.277,4.31,1.25425,3.9939999999999998
18988,0,1,2007-06-25,1.493,2.83,1.4732500000000002,2.646
18987,0,1,2007-06-25,1.46,3.2,1.41325,2.918
18986,0,1,2007-06-25,2.12,1.82,2.095,1.746
18985,1,0,2007-06-25,1.398,3.31,1.3695,3.082
18984,1,0,2007-06-25,1.222,5.1,1.1905,4.572000000000001
18983,0,1,2007-06-25,1.73,2.27,1.6775,2.174
18982,0,1,2007-06-25,2.48,1.633,2.34,1.5986
18981,0,1,2007-06-25,1.3,4.2,1.2790000000000001,3.6239999999999997
18980,1,0,2007-06-25,1.382,3.42,1.358,3.148
18979,1,0,2007-06-25,1.588,2.6,1.552,2.458
18978,0,1,2007-06-25,1.746,2.24,1.7015000000000002,2.14
18977,0,1,2007-06-25,1.1,14.5,1.06425,9.23
18976,1,0,2007-06-25,1.122,8.4,1.1055000000000001,6.65
18975,1,0,2007-06-25,1.05,16.0,1.0375,11.35
18974,1,0,2007-06-25,4.1,1.301,3.9924999999999997,1.2502
18972,1,0,2007-06-25,1.08,11.0,1.06,9.038
18971,1,0,2007-06-25,3.5,1.402,3.2475,1.3324000000000003
18970,0,1,2007-06-25,1.654,2.43,1.621,2.2619999999999996
18969,0,1,2007-06-25,2.4,1.667,2.3325,1.6014
18968,1,0,2007-06-25,1.014,51.0,1.0085,25.5
18966,0,1,2007-06-25,1.08,12.5,1.0622500000000001,9.017999999999999
18936,0,1,2007-06-25,1.44,3.25,1.3944999999999999,3.004
18916,1,0,2007-06-25,1.07,13.0,1.0642500000000001,8.898
18934,0,1,2007-06-25,1.28,4.45,1.2542499999999999,3.84
18902,1,0,2007-06-25,1.4,3.45,1.39425,2.9999999999999996
18901,0,1,2007-06-25,1.08,11.0,1.0775000000000001,8.068
18900,1,0,2007-06-25,1.313,3.89,1.29825,3.556
18899,1,0,2007-06-25,1.06,14.5,1.04925,10.058
18898,0,1,2007-06-25,1.53,2.85,1.5120000000000002,2.5279999999999996
18897,1,0,2007-06-25,3.32,1.4,3.0450000000000004,1.3674
18896,0,1,2007-06-25,1.142,7.32,1.1205,6.164
18895,1,0,2007-06-25,4.8,1.658,3.4924999999999997,1.4276
18894,0,1,2007-06-25,1.148,7.15,1.1295,5.89
18893,1,0,2007-06-25,1.5,2.96,1.46575,2.668
18892,1,0,2007-06-25,1.85,2.61,1.6375000000000002,2.386
18891,1,0,2007-06-25,1.124,8.25,1.116,6.65
18903,1,0,2007-06-25,1.418,3.19,1.3820000000000001,3.046
18890,1,0,2007-06-25,1.38,3.52,1.362,3.1879999999999997
18888,1,0,2007-06-25,2.21,1.763,2.125,1.6925999999999999
18887,1,0,2007-06-25,1.138,7.55,1.1195,6.17
18886,1,0,2007-06-25,1.16,6.8,1.144,5.5600000000000005
18885,0,1,2007-06-25,1.333,3.7,1.3282500000000002,3.3240000000000003
18884,1,0,2007-06-25,1.02,36.0,1.017,18.5
18935,1,0,2007-06-25,1.091,10.0,1.08275,7.768000000000001
18882,0,1,2007-06-25,1.493,2.83,1.4457499999999999,2.7020000000000004
18881,0,1,2007-06-25,1.22,5.15,1.2025,4.358
18880,1,0,2007-06-25,1.19,6.25,1.16,5.384
18879,1,0,2007-06-25,1.741,2.25,1.69275,2.14
18878,0,1,2007-06-25,1.333,3.89,1.29075,3.6660000000000004
18877,1,0,2007-06-25,3.5,1.37,3.15,1.364
18889,1,0,2007-06-25,1.366,3.53,1.3490000000000002,3.146
18904,0,1,2007-06-25,1.133,9.52,1.09325,7.843999999999999
18883,1,0,2007-06-25,1.01,76.0,1.0074999999999998,30.5
18906,0,1,2007-06-25,1.392,5.2,1.2279999999999998,4.5200000000000005
18905,0,1,2007-06-25,4.75,2.35,2.9175,1.7521999999999998
18933,0,1,2007-06-25,1.167,6.4,1.1542499999999998,5.284000000000001
18932,1,0,2007-06-25,2.11,1.826,2.0424999999999995,1.7512
18931,0,1,2007-06-25,1.714,2.37,1.6235,2.25
18929,0,1,2007-06-25,1.617,2.52,1.55425,2.414
18928,0,1,2007-06-25,1.4,3.41,1.39325,2.9539999999999997
18927,1,0,2007-06-25,1.291,4.14,1.27525,3.786
18926,0,1,2007-06-25,4.75,1.25,4.2325,1.2322
18925,1,0,2007-06-25,1.04,21.0,1.0345000000000002,13.05
18924,0,1,2007-06-25,1.08,11.75,1.07875,8.03
18923,0,1,2007-06-25,1.322,3.81,1.288,3.572
18922,1,0,2007-06-25,2.04,1.95,1.9425,1.8674
18921,1,0,2007-06-25,1.12,9.13,1.1047500000000001,6.926
18930,1,0,2007-06-25,1.61,2.59,1.5855000000000001,2.3560000000000003
18919,0,1,2007-06-25,1.179,6.5,1.13975,5.83
18920,1,0,2007-06-25,4.05,1.299,3.8499999999999996,1.2617999999999998
18908,0,1,2007-06-25,1.92,2.12,1.85,1.9119999999999997
18907,0,1,2007-06-25,1.22,5.4,1.16,5.102
18910,0,1,2007-06-25,1.787,2.28,1.6717499999999998,2.21
18911,1,0,2007-06-25,1.1,9.0,1.0925,7.3
18912,0,1,2007-06-25,1.02,43.76,1.014,20.252
18909,0,1,2007-06-25,1.25,4.0,1.2333333333333332,3.935
18914,0,1,2007-06-25,1.72,2.4,1.69675,2.126
18915,1,0,2007-06-25,1.78,2.26,1.7337500000000001,2.098
18917,1,0,2007-06-25,1.126,8.15,1.104,6.88
18918,1,0,2007-06-25,1.524,2.85,1.4659999999999997,2.7159999999999997
18913,1,0,2007-06-25,1.136,7.65,1.1265,6.2
19061,1,0,2007-07-09,2.65,1.599,2.6100000000000003,1.4838
19062,0,1,2007-07-09,1.365,3.54,1.3383333333333336,3.3474999999999997
19060,1,0,2007-07-09,2.51,1.621,2.3899999999999997,1.5702
19059,1,0,2007-07-09,1.68,2.37,1.6075000000000002,2.2960000000000003
19058,1,0,2007-07-09,1.189,5.8,1.1563333333333334,5.1875
19057,0,1,2007-07-09,2.36,1.7,2.2366666666666664,1.6516666666666666
19056,1,0,2007-07-09,1.4,3.6,1.37175,3.1125
19055,0,1,2007-07-09,1.62,2.72,1.5722500000000001,2.384
19054,0,1,2007-07-09,7.15,1.15,5.6875,1.1436
19053,1,0,2007-07-09,1.971,1.935,1.89025,1.8549999999999998
19048,1,0,2007-07-09,1.16,6.8,1.1414999999999997,5.790000000000001
19051,0,1,2007-07-09,1.463,2.96,1.43825,2.71
19050,1,0,2007-07-09,2.45,1.66,2.2575000000000003,1.637
19049,1,0,2007-07-09,1.6,2.68,1.5455,2.446
19047,1,0,2007-07-09,1.51,2.81,1.4475,2.708
19046,1,0,2007-07-09,1.352,3.64,1.3205,3.3980000000000006
19045,0,1,2007-07-09,2.38,1.676,2.2575000000000003,1.6271999999999998
19044,0,1,2007-07-09,1.83,2.18,1.7936666666666667,1.9700000000000002
19063,0,1,2007-07-09,2.43,1.654,2.3525,1.5688
19043,0,1,2007-07-09,1.55,2.85,1.475,2.626
19052,0,1,2007-07-09,2.39,1.671,2.28,1.6282
19064,1,0,2007-07-09,1.787,2.17,1.73925,2.08
19077,1,0,2007-07-09,2.25,1.8,2.1925000000000003,1.6936
19066,1,0,2007-07-09,2.16,1.794,2.115,1.7027999999999999
19042,1,0,2007-07-09,2.1,1.909,2.033333333333333,1.75975
19085,1,0,2007-07-09,1.467,2.94,1.43925,2.714
19084,1,0,2007-07-09,1.182,6.0,1.1704999999999999,4.9
19083,1,0,2007-07-09,1.319,3.83,1.29975,3.446
19082,0,1,2007-07-09,2.71,1.57,2.4124999999999996,1.5604
19081,1,0,2007-07-09,1.14,7.49,1.12975,5.918000000000001
19080,1,0,2007-07-09,2.85,1.488,2.73,1.4516
19079,1,0,2007-07-09,2.33,1.699,2.2525,1.6317999999999997
19078,1,0,2007-07-09,1.5,2.87,1.4787500000000002,2.614
19065,0,1,2007-07-09,3.05,1.45,2.8249999999999997,1.421
19076,0,1,2007-07-09,1.485,2.87,1.4237499999999998,2.75
19074,0,1,2007-07-09,1.4,3.34,1.398,2.98
19073,1,0,2007-07-09,1.385,3.4,1.3483333333333334,3.283333333333333
19072,0,1,2007-07-09,1.541,2.75,1.4703333333333333,2.6999999999999997
19071,1,0,2007-07-09,1.303,4.0,1.2776666666666667,3.7225
19070,1,0,2007-07-09,1.08,11.0,1.0725,8.2
19069,1,0,2007-07-09,1.3,4.7,1.261,3.9125000000000005
19068,1,0,2007-07-09,7.9,1.14,6.7,1.1103999999999998
19086,1,0,2007-07-09,2.86,1.5,2.6774999999999998,1.481
19067,1,0,2007-07-09,2.53,1.62,2.3475,1.59575
19075,0,1,2007-07-09,3.06,1.442,2.8866666666666667,1.4106666666666667
19041,0,1,2007-07-09,3.3,1.4,3.075,1.3640000000000003
19013,0,1,2007-07-09,1.247,4.65,1.2117499999999999,4.282000000000001
19039,0,1,2007-07-09,3.54,1.37,3.335,1.339
19014,0,1,2007-07-09,1.48,2.95,1.4537499999999999,2.694
19012,0,1,2007-07-09,1.23,14.0,1.12025,7.496
19011,1,0,2007-07-09,1.408,3.25,1.4020000000000001,2.924
19010,0,1,2007-07-09,1.211,5.35,1.18025,4.71
19009,0,1,2007-07-09,1.067,13.0,1.067,13.0
19008,1,0,2007-07-09,1.127,8.15,1.1235,6.8
19007,0,1,2007-07-09,1.3,4.2,1.2665,3.8199999999999994
19006,1,0,2007-07-09,3.1,1.435,2.9625,1.3930000000000002
19005,0,1,2007-07-09,1.286,5.0,1.1915,4.59
19004,1,0,2007-07-09,1.196,5.6,1.1664999999999999,5.014
19003,1,0,2007-07-09,3.06,1.45,2.915,1.4124
19002,0,1,2007-07-09,1.446,3.2,1.3715000000000002,3.085
19001,0,1,2007-07-09,3.78,1.325,3.52,1.301
19000,0,1,2007-07-09,1.25,5.0,1.20125,4.52
18999,0,1,2007-07-09,5.9,1.185,4.9625,1.169
18998,0,1,2007-07-09,1.05,21.0,1.0370000000000001,12.45
18997,0,1,2007-07-09,1.132,7.88,1.1179999999999999,6.575999999999999
18996,0,1,2007-07-09,1.441,3.07,1.4052499999999999,2.862
19040,1,0,2007-07-09,3.15,1.45,2.8375,1.4292
19015,0,1,2007-07-09,1.25,4.9,1.2157499999999999,4.238
19016,0,1,2007-07-09,2.67,1.565,2.5475000000000003,1.517
18995,0,1,2007-07-09,1.488,2.87,1.4295,2.8
19018,0,1,2007-07-09,1.645,2.45,1.57875,2.366
19038,1,0,2007-07-09,1.3,4.4,1.2675,3.8200000000000003
19037,1,0,2007-07-09,5.16,1.219,4.74,1.1838000000000002
19036,0,1,2007-07-09,1.408,3.4,1.3545,3.2199999999999998
19035,1,0,2007-07-09,2.94,1.52,2.6500000000000004,1.4893999999999998
19034,1,0,2007-07-09,1.376,3.55,1.3215000000000001,3.3019999999999996
19033,1,0,2007-07-09,1.641,2.65,1.53025,2.516
19017,1,0,2007-07-09,1.23,5.23,1.2065000000000001,4.4159999999999995
19031,0,1,2007-07-09,1.694,2.34,1.6360000000000001,2.2359999999999998
19030,0,1,2007-07-09,1.248,4.65,1.197,4.468
19029,1,0,2007-07-09,1.325,3.85,1.28125,3.59
19032,0,1,2007-07-09,1.417,3.2,1.3923333333333332,2.95
19027,1,0,2007-07-09,1.277,4.45,1.24425,4.132
19026,1,0,2007-07-09,1.66,2.55,1.6215000000000002,2.2920000000000003
19025,0,1,2007-07-09,1.36,3.59,1.342,3.278
19024,1,0,2007-07-09,1.39,3.7,1.3607500000000001,3.0799999999999996
19023,1,0,2007-07-09,2.52,1.617,2.3674999999999997,1.5674
19022,0,1,2007-07-09,1.538,2.78,1.462,2.6919999999999997
19021,0,1,2007-07-09,1.28,4.55,1.245,3.9899999999999998
19020,0,1,2007-07-09,1.645,2.45,1.6037499999999998,2.302
19028,1,0,2007-07-09,1.185,5.9,1.1716666666666666,4.9625
19019,1,0,2007-07-09,1.441,3.07,1.4002499999999998,2.924
19145,0,1,2007-07-16,2.52,1.617,2.4225,1.5634000000000001
19146,0,1,2007-07-16,1.51,2.85,1.4449999999999998,2.7720000000000002
19151,1,0,2007-07-16,1.18,6.51,1.1635,5.192
19148,1,0,2007-07-16,2.0,1.99,1.90675,1.864
19149,1,0,2007-07-16,2.96,1.5,2.6574999999999998,1.4766
19150,1,0,2007-07-16,3.0,1.459,2.8375,1.4178000000000002
19147,0,1,2007-07-16,1.55,2.73,1.532,2.5575
19144,0,1,2007-07-16,2.67,1.565,2.5725000000000002,1.5290000000000001
19133,0,1,2007-07-16,1.613,2.53,1.57075,2.388
19142,0,1,2007-07-16,1.323,3.85,1.28825,3.6100000000000003
19141,1,0,2007-07-16,3.0,1.51,2.865,1.4140000000000001
19140,0,1,2007-07-16,1.422,3.17,1.3954999999999997,2.95
19139,1,0,2007-07-16,1.152,7.0,1.1205,6.3100000000000005
19137,1,0,2007-07-16,3.67,1.348,3.4425,1.3115999999999999
19136,1,0,2007-07-16,2.44,1.654,2.355,1.5708
19135,1,0,2007-07-16,1.183,6.0,1.14575,5.609999999999999
19134,0,1,2007-07-16,1.35,3.66,1.3050000000000002,3.4939999999999998
19152,1,0,2007-07-16,1.2,5.6,1.1865,4.69
19143,0,1,2007-07-16,1.307,3.96,1.27175,3.742
19153,1,0,2007-07-16,1.148,7.14,1.1344999999999998,5.828
19163,1,0,2007-07-16,3.75,1.4,3.3374999999999995,1.3359999999999999
19155,1,0,2007-07-16,1.05,21.0,1.0370000000000001,12.45
19132,0,1,2007-07-16,8.75,1.111,7.725,1.0882
19174,1,0,2007-07-16,1.043,19.5,1.02825,13.15
19173,1,0,2007-07-16,2.6,1.6,2.4749999999999996,1.5536
19172,0,1,2007-07-16,1.05,16.0,1.03,12.45
19171,1,0,2007-07-16,1.071,12.0,1.04025,10.8
19170,1,0,2007-07-16,3.35,1.392,3.1625,1.3564
19169,1,0,2007-07-16,2.28,1.735,2.2475,1.641
19168,0,1,2007-07-16,1.19,6.05,1.17,5.0
19167,1,0,2007-07-16,5.85,1.187,5.0375,1.1653999999999998
19166,1,0,2007-07-16,1.025,28.5,1.01875,17.0
19165,1,0,2007-07-16,1.196,5.6,1.1614999999999998,5.0840000000000005
19164,0,1,2007-07-16,1.351,3.75,1.29525,3.54
19162,1,0,2007-07-16,1.725,2.28,1.65875,2.2
19161,1,0,2007-07-16,8.3,1.13,6.6375,1.1186
19160,1,0,2007-07-16,1.225,5.3,1.16625,4.918
19159,1,0,2007-07-16,1.28,4.6,1.2425,3.9379999999999997
19158,1,0,2007-07-16,1.015,49.0,1.01125,24.8
19157,0,1,2007-07-16,1.7,2.33,1.6863333333333335,2.1575
19156,0,1,2007-07-16,1.847,2.1,1.7589999999999997,2.0324999999999998
19154,0,1,2007-07-16,1.294,4.1,1.241,3.9879999999999995
19131,1,0,2007-07-16,1.08,15.0,1.064,9.187999999999999
19138,0,1,2007-07-16,1.694,2.35,1.6185,2.304
19129,0,1,2007-07-16,1.28,4.47,1.25875,3.8259999999999996
19105,0,1,2007-07-16,1.217,5.2,1.17675,4.82
19104,1,0,2007-07-16,1.431,3.12,1.40275,2.956
19103,1,0,2007-07-16,1.68,2.37,1.6225,2.2880000000000003
19102,1,0,2007-07-16,3.01,1.452,2.8225,1.4183999999999999
19101,1,0,2007-07-16,6.5,1.18,5.8375,1.1408
19100,0,1,2007-07-16,7.3,1.15,6.2875,1.1286
19099,1,0,2007-07-16,1.29,4.85,1.25625,4.029999999999999
19098,0,1,2007-07-16,1.118,8.65,1.1045000000000003,7.029999999999999
19097,1,0,2007-07-16,1.493,2.83,1.4665,2.725
19096,1,0,2007-07-16,3.55,1.364,3.3200000000000003,1.3268
19095,0,1,2007-07-16,6.7,1.159,5.75,1.1318
19094,1,0,2007-07-16,1.3,4.61,1.27475,3.7419999999999995
19092,0,1,2007-07-16,3.5,1.382,3.43,1.3123999999999998
19091,1,0,2007-07-16,1.625,2.5,1.59125,2.348
19090,1,0,2007-07-16,3.0,1.8,2.6333333333333333,1.5750000000000002
19089,0,1,2007-07-16,2.71,1.57,2.5149999999999997,1.5244
19088,0,1,2007-07-16,4.0,1.314,3.8575,1.2688
19087,1,0,2007-07-16,1.48,2.94,1.4656666666666667,2.6975
19130,0,1,2007-07-16,1.465,3.0,1.4125,2.975
19106,1,0,2007-07-16,2.3,1.77,2.09,1.7328000000000003
19107,0,1,2007-07-16,4.35,1.28,4.0825,1.2488
19093,0,1,2007-07-16,1.282,4.33,1.2355,4.108
19109,0,1,2007-07-16,1.299,4.1,1.24725,3.968
19128,1,0,2007-07-16,1.741,2.25,1.7005,2.175
19108,0,1,2007-07-16,1.538,2.8,1.462,2.722
19127,0,1,2007-07-16,2.11,1.92,1.92,1.8692
19126,1,0,2007-07-16,,,,
19125,0,1,2007-07-16,6.05,1.18,5.625,1.15
19123,0,1,2007-07-16,1.188,5.83,1.167,5.02
19122,0,1,2007-07-16,1.287,4.25,1.24925,3.946
19121,1,0,2007-07-16,1.171,6.35,1.15025,5.410000000000001
19120,1,0,2007-07-16,1.57,2.71,1.5555,2.444
19124,1,0,2007-07-16,1.4,3.35,1.396,3.05
19118,0,1,2007-07-16,1.299,4.25,1.24725,4.05
19117,0,1,2007-07-16,2.22,1.8,2.1,1.7515999999999998
19116,0,1,2007-07-16,4.3,1.292,4.13,1.2264
19115,1,0,2007-07-16,1.476,2.9,1.4553333333333331,2.7066666666666666
19114,1,0,2007-07-16,2.5,1.855,2.2975,1.611
19113,0,1,2007-07-16,6.55,1.163,5.9375,1.1385999999999998
19112,1,0,2007-07-16,5.7,1.192,5.3500000000000005,1.1483999999999999
19110,0,1,2007-07-16,1.99,1.917,1.895,1.8674
19119,1,0,2007-07-16,2.67,1.565,2.585,1.511
19111,0,1,2007-07-16,1.313,4.33,1.25075,3.934
19254,1,0,2007-07-23,1.625,2.5,1.58625,2.342
19255,1,0,2007-07-23,24.0,1.04,14.5,1.03
19256,0,1,2007-07-23,1.38,3.66,1.3275000000000001,3.372
19257,0,1,2007-07-23,1.77,2.29,1.70975,2.12
19258,1,0,2007-07-23,1.25,4.65,1.1966666666666665,4.5
19261,0,1,2007-07-23,2.68,1.57,2.4699999999999998,1.5484000000000002
19260,1,0,2007-07-23,3.35,1.392,3.25,1.3364
19262,0,1,2007-07-23,1.476,3.1,1.3965,2.9899999999999998
19263,1,0,2007-07-23,2.27,1.73,2.1675,1.688
19253,1,0,2007-07-23,1.741,2.25,1.6752500000000001,2.1800000000000006
19264,0,1,2007-07-23,1.709,2.31,1.6447500000000002,2.208
19259,0,1,2007-07-23,1.1,9.0,1.0675000000000001,8.45
19252,1,0,2007-07-23,1.19,5.75,1.1624999999999999,5.0440000000000005
19242,0,1,2007-07-23,3.85,1.33,3.4375,1.3154000000000001
19250,1,0,2007-07-23,1.833,2.1,1.7643333333333333,2.0574999999999997
19249,1,0,2007-07-23,1.645,2.45,1.57375,2.368
19248,0,1,2007-07-23,1.235,4.86,1.205,4.34
19247,0,1,2007-07-23,3.6,1.357,3.35,1.3334
19246,1,0,2007-07-23,1.44,3.15,1.4115000000000002,2.9
19245,0,1,2007-07-23,1.161,6.61,1.13525,5.7620000000000005
19244,1,0,2007-07-23,1.15,7.05,1.12,6.21
19243,1,0,2007-07-23,1.833,2.3,1.67325,2.168
19241,0,1,2007-07-23,1.06,16.0,1.0474999999999999,10.6
19240,1,0,2007-07-23,1.5,2.52,1.5,2.51
19239,0,1,2007-07-23,1.377,3.5,1.3356666666666666,3.35
19238,0,1,2007-07-23,1.328,4.0,1.282,3.632
19265,1,0,2007-07-23,2.2,1.787,2.13,1.6994
19251,1,0,2007-07-23,4.65,1.247,4.4625,1.2014
19266,0,1,2007-07-23,1.234,4.87,1.2185,4.3180000000000005
19317,1,0,2007-07-23,1.312,4.0,1.278,3.752
19297,1,0,2007-07-23,1.166,6.43,1.1453333333333333,5.5825
19237,1,0,2007-07-23,1.422,3.17,1.3755000000000002,3.058
19324,1,0,2007-07-23,1.242,4.73,1.2105,4.3660000000000005
19323,0,1,2007-07-23,3.01,1.452,2.895,1.4064
19322,1,0,2007-07-23,1.35,3.82,1.3177500000000002,3.364
19321,1,0,2007-07-23,1.4,3.45,1.37175,3.1
19320,1,0,2007-07-23,2.1,1.847,2.0700000000000003,1.7453999999999996
19319,1,0,2007-07-23,5.45,1.206,4.995,1.1832
19318,0,1,2007-07-23,1.392,3.4,1.3405,3.274
19316,1,0,2007-07-23,1.23,5.45,1.1989999999999998,4.522
19315,1,0,2007-07-23,1.65,2.48,1.6357499999999998,2.262
19314,0,1,2007-07-23,1.893,2.02,1.8107499999999999,1.972
19313,0,1,2007-07-23,1.65,2.47,1.62425,2.2640000000000002
19312,1,0,2007-07-23,1.61,2.6,1.535,2.4599999999999995
19311,0,1,2007-07-23,2.59,1.592,2.5149999999999997,1.5424000000000002
19310,0,1,2007-07-23,1.377,3.8,1.28925,3.628
19309,0,1,2007-07-23,1.6,2.83,1.5357500000000002,2.482
19308,0,1,2007-07-23,2.75,1.58,2.5525,1.5244
19307,1,0,2007-07-23,1.99,1.917,1.925,1.8594000000000002
19306,1,0,2007-07-23,2.6,1.719,2.3725,1.5658
19305,1,0,2007-07-23,4.34,1.8,3.075,1.463
19304,0,1,2007-07-23,1.637,2.47,1.5967500000000001,2.318
19303,0,1,2007-07-23,1.7,2.35,1.6524999999999999,2.222
19302,1,0,2007-07-23,1.294,4.1,1.2534999999999998,3.868
19301,0,1,2007-07-23,2.24,1.781,2.1675,1.6862000000000001
19300,1,0,2007-07-23,1.407,3.26,1.3567500000000001,3.196
19299,0,1,2007-07-23,2.25,1.758,2.18,1.6796
19298,0,1,2007-07-23,1.048,17.0,1.0395,11.3
19296,1,0,2007-07-23,1.452,3.01,1.4354999999999998,2.8
19236,1,0,2007-07-23,1.68,2.37,1.6424999999999998,2.232
19180,1,0,2007-07-23,1.446,3.04,1.3865,2.992
19234,0,1,2007-07-23,1.27,4.8,1.237,4.098000000000001
19175,1,0,2007-07-23,1.578,2.65,1.5370000000000001,2.534
19176,1,0,2007-07-23,1.4,3.3,1.35,3.2340000000000004
19177,1,0,2007-07-23,2.15,1.833,2.1125,1.7026
19178,1,0,2007-07-23,1.55,2.86,1.49375,2.6019999999999994
19179,0,1,2007-07-23,2.81,1.51,2.6375,1.486
19235,1,0,2007-07-23,2.35,1.69,2.2675,1.6299999999999997
19181,0,1,2007-07-23,1.763,2.21,1.71325,2.112
19182,0,1,2007-07-23,2.32,1.704,2.1675,1.6667999999999998
19183,1,0,2007-07-23,1.474,3.1,1.4013333333333335,3.0025
19184,1,0,2007-07-23,1.571,2.75,1.4855,2.6666666666666665
19185,0,1,2007-07-23,1.448,3.1,1.3769999999999998,3.0559999999999996
19186,1,0,2007-07-23,4.33,1.303,4.21,1.23825
19187,1,0,2007-07-23,3.41,1.4,3.08,1.3776666666666666
19188,1,0,2007-07-23,,,,
19189,1,0,2007-07-23,1.04,21.0,1.032,13.1
19190,1,0,2007-07-23,1.235,5.0,1.18375,4.814
19191,1,0,2007-07-23,3.38,1.44,2.9250000000000003,1.4056000000000002
19192,0,1,2007-07-23,1.6,2.62,1.5702500000000001,2.386
19193,0,1,2007-07-23,1.123,8.5,1.0907499999999999,7.498
19194,0,1,2007-07-23,2.02,1.893,1.9425,1.8486
19203,0,1,2007-07-23,1.209,5.4,1.17225,5.016
19202,1,0,2007-07-23,1.179,6.1,1.1397500000000003,5.6899999999999995
19201,1,0,2007-07-23,1.179,6.1,1.1397500000000003,5.6899999999999995
19200,1,0,2007-07-23,1.143,7.3,1.10575,6.898000000000001
19199,1,0,2007-07-23,1.143,7.3,1.10575,6.898000000000001
19198,1,0,2007-07-23,1.62,2.55,1.609,2.3300000000000005
19197,1,0,2007-07-23,1.18,6.5,1.1349999999999998,5.09
19196,1,0,2007-07-23,3.31,1.4,2.94,1.3936
19204,1,0,2007-07-23,3.55,1.366,3.4675000000000002,1.3072
19195,0,1,2007-07-23,1.238,5.4,1.192,4.518
19216,1,0,2007-07-23,1.333,4.0,1.26325,3.7880000000000003
19224,1,0,2007-07-23,1.86,2.08,1.82675,1.9620000000000002
19223,0,1,2007-07-23,1.426,3.5,1.3515000000000001,3.19
19222,1,0,2007-07-23,2.93,1.469,2.84,1.4344999999999999
19221,1,0,2007-07-23,1.357,3.6,1.3435000000000001,3.3000000000000003
19220,1,0,2007-07-23,1.351,3.75,1.29775,3.4800000000000004
19219,0,1,2007-07-23,1.44,3.7,1.3864999999999998,3.16
19218,1,0,2007-07-23,1.383,3.5,1.32075,3.404
19217,0,1,2007-07-23,1.167,6.4,1.1535,5.3566666666666665
19205,1,0,2007-07-23,8.2,1.125,7.1125,1.0950000000000002
19215,1,0,2007-07-23,1.55,2.78,1.4985,2.596
19214,1,0,2007-07-23,1.654,2.43,1.592,2.3000000000000003
19213,0,1,2007-07-23,5.85,1.19,5.0,1.1694
19225,0,1,2007-07-23,1.7,2.53,1.65575,2.216
19212,0,1,2007-07-23,2.67,1.588,2.6275,1.4816
19210,0,1,2007-07-23,2.91,1.5,2.695,1.4588
19209,0,1,2007-07-23,1.298,4.06,1.266,3.7675
19208,0,1,2007-07-23,2.03,1.935,1.9827499999999998,1.807
19207,1,0,2007-07-23,1.568,2.75,1.497,2.6260000000000003
19227,0,1,2007-07-23,1.61,2.7,1.4875,2.596
19228,1,0,2007-07-23,3.5,1.377,3.3125,1.3374000000000001
19229,0,1,2007-07-23,1.769,2.2,1.67975,2.1599999999999997
19230,1,0,2007-07-23,1.9,2.07,1.82625,1.9599999999999997
19231,1,0,2007-07-23,1.442,3.2,1.383,3.0520000000000005
19206,1,0,2007-07-23,1.654,2.43,1.6013333333333335,2.2875
19232,1,0,2007-07-23,1.75,2.24,1.729,2.0780000000000003
19233,1,0,2007-07-23,2.25,1.746,2.2225,1.6372
19211,1,0,2007-07-23,1.235,5.5,1.1687500000000002,5.004
19226,1,0,2007-07-23,1.649,2.44,1.61475,2.2939999999999996
19339,1,0,2007-07-30,1.93,2.0,1.8872499999999999,1.8579999999999999
19346,0,1,2007-07-30,1.617,2.52,1.57925,2.334
19345,1,0,2007-07-30,1.926,2.0,1.829,1.94
19344,0,1,2007-07-30,1.556,2.7,1.524,2.4899999999999998
19343,0,1,2007-07-30,1.42,3.2,1.39175,2.97
